1467,1468,1469,1470,1473,1474,1475,1476,1477,1478,1479,1480,1481,1482,1483,1484,1485,1486,1487,1488,1489,1490,1491,1492,1493,1495,1496,1497,1500,1501,1504,1505,1510
7085.0,6115.0,9212.0,22269.0,139228.0,589.0,1621.0,66524.0,116431.0,311.0,32.0,35536.0,202484.0,100711.0,23679.0,5648.0,1621.0,27254.0,2995.0,37205.0,4689.0,341847.0,2033.0,21520.0,0.0,84669.0,0.0,5834.0,195961.0,1483.0,36996.0,38085.0,4.0
151.0,37.0,54107.0,180960.0,8386.0,5445.0,3572.0,4571.0,14953.0,17544.0,12.0,46743.0,2999.0,35406.0,23738.0,2698.0,12584.0,72152.0,452.0,16761.0,12604.0,46480.0,388.0,44674.0,963.0,200297.0,7.0,4203.0,20116.0,21111.0,141.0,20604.0,57.0
3072.0,271.0,234832.0,138953.0,105562.0,44225.0,25053.0,412512.0,73545.0,17774.0,287.0,70983.0,70367.0,191850.0,81876.0,3682.0,32383.0,144776.0,19361.0,14275.0,15415.0,177063.0,5188.0,30355.0,27639.0,220535.0,7513.0,2378.0,61995.0,101192.0,1393.0,23911.0,1622.0
99540.0,97588.0,98053.0,121094.0,41261.0,222468.0,27915.0,45365.0,54318.0,2888.0,17124.0,112594.0,47317.0,276952.0,107556.0,12330.0,24760.0,150559.0,73323.0,25564.0,8104.0,332757.0,5011.0,57442.0,2736.0,412316.0,148402.0,17640.0,127577.0,81281.0,13174.0,64835.0,680.0
75488.0,131219.0,83037.0,88788.0,11977.0,95581.0,65777.0,15063.0,25273.0,12125.0,15769.0,91024.0,42475.0,252519.0,156978.0,13370.0,25082.0,218610.0,76196.0,16624.0,5404.0,295139.0,2041.0,26494.0,543.0,258601.0,20783.0,12643.0,118303.0,21127.0,20088.0,65134.0,1038.0
100630.0,20578.0,100634.0,87576.0,113377.0,48793.0,38777.0,334672.0,42861.0,8789.0,11781.0,130985.0,91904.0,321288.0,83326.0,9814.0,37065.0,140953.0,51620.0,34321.0,7396.0,284886.0,6911.0,88335.0,5154.0,320265.0,214212.0,9901.0,164460.0,121870.0,11651.0,76509.0,1849.0
140750.0,108564.0,52938.0,80702.0,108922.0,31327.0,163191.0,257803.0,23166.0,71784.0,25068.0,196721.0,74119.0,381604.0,126036.0,8363.0,65703.0,187810.0,32533.0,44109.0,6428.0,601004.0,8528.0,17312.0,2337.0,219195.0,85797.0,4655.0,177104.0,80130.0,28743.0,126770.0,4964.0
57492.0,99591.0,41296.0,51283.0,123536.0,45537.0,133467.0,241832.0,66788.0,25636.0,18735.0,143627.0,61516.0,308266.0,90614.0,3803.0,67198.0,234381.0,24561.0,35991.0,3431.0,688519.0,7158.0,16121.0,878.0,92007.0,1700.0,4167.0,115372.0,84414.0,20902.0,97025.0,5108.0
238801.0,89546.0,71016.0,168634.0,176538.0,71584.0,184960.0,476240.0,60394.0,94730.0,32931.0,206696.0,115810.0,491587.0,315072.0,26432.0,65690.0,160492.0,36520.0,69335.0,11115.0,1071088.0,14713.0,57523.0,5245.0,401504.0,110967.0,10375.0,372672.0,143995.0,43941.0,149790.0,5963.0
206188.0,54429.0,77117.0,259643.0,144455.0,149010.0,141703.0,429951.0,87799.0,86703.0,66740.0,125313.0,121862.0,452262.0,526476.0,43253.0,84036.0,211374.0,24723.0,102597.0,25307.0,448153.0,18753.0,69143.0,10870.0,464881.0,75398.0,14510.0,429196.0,203216.0,40556.0,140947.0,10573.0
126475.0,40859.0,239416.0,332958.0,196330.0,221092.0,134951.0,683631.0,118483.0,71146.0,100598.0,96765.0,177030.0,549021.0,1175551.0,23822.0,67221.0,174803.0,51413.0,62970.0,36970.0,535749.0,31076.0,100300.0,39027.0,581634.0,67082.0,14554.0,164316.0,233554.0,8469.0,54810.0,12987.0
30421.0,131113.0,43574.0,43465.0,35569.0,37947.0,19657.0,51918.0,36125.0,19519.0,22359.0,167018.0,49658.0,255183.0,132995.0,12752.0,19166.0,379349.0,49486.0,24414.0,8076.0,226992.0,5415.0,23114.0,307.0,115211.0,46.0,10123.0,140530.0,15078.0,32162.0,105931.0,1990.0
22927.0,113905.0,14411.0,25947.0,137629.0,120772.0,24774.0,227576.0,43462.0,113637.0,41608.0,186962.0,43237.0,250758.0,77589.0,1339.0,46818.0,123698.0,25015.0,24982.0,1487.0,334503.0,7098.0,13825.0,33916.0,111957.0,6.0,4935.0,128041.0,96620.0,12574.0,52337.0,4025.0
326.0,12475.0,7952.0,20319.0,15926.0,1073.0,933.0,51209.0,38131.0,43571.0,419.0,12909.0,7267.0,56901.0,11919.0,1012.0,9690.0,35306.0,24.0,58.0,745.0,361999.0,8822.0,278.0,0.0,6280.0,0.0,32.0,54849.0,48297.0,175.0,5748.0,600.0
472.0,100.0,395409.0,637734.0,189696.0,166417.0,19911.0,695189.0,204771.0,65447.0,777.0,285731.0,101559.0,1260303.0,899191.0,539.0,58203.0,54587.0,201216.0,34044.0,34989.0,390008.0,36085.0,89364.0,31985.0,606317.0,327.0,3858.0,40608.0,226944.0,4387.0,34361.0,42160.0
